accession_id,alias,title,description,biological_sex,subject_id,phenotype,extra_attributes,submission_accession_id,created_at,edited_at
EGAN00001187900,636025,Cancer Cell Line,Immortalized cancer cell line,unknown,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""G124""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""FBS 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Glioma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337146""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187901,636026,Cancer Cell Line,Immortalized cancer cell line,unknown,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""G130""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""Complete growth medium, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Glioma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337147""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187902,636027,Cancer Cell Line,Immortalized cancer cell line,unknown,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""G140""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""FBS, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Glioma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337148""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187903,636835,Cancer Cell Line,Immortalized cancer cell line,unknown,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""G141""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""Complete growth medium, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Glioma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337149""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187904,636028,Cancer Cell Line,Immortalized cancer cell line,unknown,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""G142""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""FBS, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Glioma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337150""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187905,636029,Cancer Cell Line,Immortalized cancer cell line,unknown,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""G22""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""Complete growth medium, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Glioma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337151""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187906,636030,Cancer Cell Line,Immortalized cancer cell line,unknown,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""G28T""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""FBS, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Glioma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337152""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187907,636031,Cancer Cell Line,Immortalized cancer cell line,unknown,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""G44""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""FBS, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Glioma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337153""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187908,636032,Cancer Cell Line,Immortalized cancer cell line,unknown,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""G59""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""FBS, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Glioma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337154""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187909,636033,Cancer Cell Line,Immortalized cancer cell line,unknown,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""G61""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""FBS, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Glioma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337155""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187910,636034,Cancer Cell Line,Immortalized cancer cell line,unknown,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""G84""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""Complete growth medium, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Glioma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337156""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187911,636035,Cancer Cell Line,Immortalized cancer cell line,unknown,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""G96""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""FBS, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Glioma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Brain""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337157""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187912,587612,Cancer Cell Line,Immortalized cancer cell line,male,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""41""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""Years""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""GA-10""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""Caucasian""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""Complete growth medium, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""Male""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% HI FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Blood""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Malignant Lymphoma - Burkitts Type""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Lymphoid""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337158""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187913,639156,Cancer Cell Line,Immortalized cancer cell line,unknown,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""GP2d""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""Complete growth medium, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Colon""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Adenocarcinoma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Colo-Rectal""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337159""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187914,639157,Cancer Cell Line,Immortalized cancer cell line,unknown,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""GP5d""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""Complete growth medium, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Colon""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Adenocarcinoma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Colo-Rectal""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337160""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187915,636807,Cancer Cell Line,Immortalized cancer cell line,male,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""36""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""Years""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""GR-M""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""Caucasian""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""Complete growth medium, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""Male""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Skin""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Melanoma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Skin""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337161""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187916,587613,Cancer Cell Line,Immortalized cancer cell line,female,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""58""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""Years""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""GRANTA-519""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""Caucasian""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""Complete growth medium, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""Female""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% HI FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Lymph Node""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Lymphoma B-cell""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Lymphoid""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337162""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187917,587012,Cancer Cell Line,Immortalized cancer cell line,female,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""62""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""Years""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""GTL-16""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""90% FBS; 10% DMSO""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""Female""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Stomach""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Adenocarcinoma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Stomach""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337163""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187918,635621,Cancer Cell Line,Immortalized cancer cell line,unknown,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""H322T""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""Complete growth medium, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Lung""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Carcinoma Non-Small Cell""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Lung""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337164""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187919,635984,Cancer Cell Line,Immortalized cancer cell line,female,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""27""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""Years""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""HBL-100""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""Caucasian""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""Complete growth medium, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""Female""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Breast""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Normal""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Breast""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337165""}]",EGA00001134540,2014-01-23 19:38:00+01,2023-06-15 15:06:32.623901+02
EGAN00001187920,636125,Cancer Cell Line,Immortalized cancer cell line,female,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""58""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""Years""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""HCA-7""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""Complete growth medium, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""Female""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640, 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Colon""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Adenocarcinoma""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Colo-Rectal""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337166""}]",EGA00001134540,2014-01-23 19:38:01+01,2023-06-15 15:06:32.623901+02
EGAN00001187921,587541,Cancer Cell Line,Immortalized cancer cell line,male,,,"[{""tag"": ""Age"", ""unit"": null, ""value"": ""48""}, {""tag"": ""Age_Unit"", ""unit"": null, ""value"": ""Years""}, {""tag"": ""Cell_line"", ""unit"": null, ""value"": ""HCC-15""}, {""tag"": ""ENA-CHECKLIST"", ""unit"": null, ""value"": ""ERC000026""}, {""tag"": ""Ethnicity"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Freeze_Media"", ""unit"": null, ""value"": ""\""Complete growth medium, 90%; DMSO, 10%\""""}, {""tag"": ""Gender"", ""unit"": null, ""value"": ""Male""}, {""tag"": ""Growth_Media"", ""unit"": null, ""value"": ""\""RPMI-1640 10% FBS, 2mM L-Glutamine\""""}, {""tag"": ""Metastatic_Tissue"", ""unit"": null, ""value"": ""NA""}, {""tag"": ""Primary_Tissue"", ""unit"": null, ""value"": ""Lung""}, {""tag"": ""Tissue_Diagnosis"", ""unit"": null, ""value"": ""Carcinoma Non-Small Cell""}, {""tag"": ""Tissue_supergroup"", ""unit"": null, ""value"": ""Lung""}, {""tag"": ""biosample_id"", ""value"": ""SAMEA2337167""}]",EGA00001134540,2014-01-23 19:38:01+01,2023-06-15 15:06:32.623901+02
