study_accession_id,study_title,study_type,instrument_platform,instrument_model,library_layout,library_name,library_strategy,library_source,library_selection,experiment_accession_id,run_accession_id,sample_accession_id,sample_alias,biosample_id,sample_title
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158794,EGAR00001163472,EGAN00001187916,587613,SAMEA2337162,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158795,EGAR00001163473,EGAN00001187917,587012,SAMEA2337163,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158796,EGAR00001163474,EGAN00001187918,635621,SAMEA2337164,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158797,EGAR00001163475,EGAN00001187919,635984,SAMEA2337165,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158798,EGAR00001163476,EGAN00001187920,636125,SAMEA2337166,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158799,EGAR00001163477,EGAN00001187921,587541,SAMEA2337167,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158800,EGAR00001163478,EGAN00001187922,636753,SAMEA2337168,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158801,EGAR00001163479,EGAN00001187923,587446,SAMEA2337169,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158802,EGAR00001163480,EGAN00001187924,636108,SAMEA2337170,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158803,EGAR00001163481,EGAN00001187925,636065,SAMEA2337171,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158804,EGAR00001163482,EGAN00001187926,587447,SAMEA2337172,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158805,EGAR00001163483,EGAN00001187927,636204,SAMEA2337173,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158806,EGAR00001163484,EGAN00001187928,636100,SAMEA2337174,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158807,EGAR00001163485,EGAN00001187929,636758,SAMEA2337175,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158808,EGAR00001163486,EGAN00001187930,636786,SAMEA2337176,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158809,EGAR00001163487,EGAN00001187931,587448,SAMEA2337177,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158810,EGAR00001163488,EGAN00001187932,587449,SAMEA2337178,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158811,EGAR00001163489,EGAN00001187933,587450,SAMEA2337179,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158812,EGAR00001163490,EGAN00001187934,636744,SAMEA2337180,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158813,EGAR00001163491,EGAN00001187935,636754,SAMEA2337181,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158814,EGAR00001163492,EGAN00001187936,587451,SAMEA2337182,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158815,EGAR00001163493,EGAN00001187937,636818,SAMEA2337183,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158816,EGAR00001163494,EGAN00001187938,587452,SAMEA2337184,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158817,EGAR00001163495,EGAN00001187939,636881,SAMEA2337185,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158818,EGAR00001163496,EGAN00001187940,587453,SAMEA2337186,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158819,EGAR00001163497,EGAN00001187941,587454,SAMEA2337187,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158820,EGAR00001163498,EGAN00001187942,636196,SAMEA2337188,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158821,EGAR00001163499,EGAN00001187943,587455,SAMEA2337189,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158822,EGAR00001163500,EGAN00001187944,587456,SAMEA2337190,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158823,EGAR00001163501,EGAN00001187945,587457,SAMEA2337191,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158824,EGAR00001163502,EGAN00001187946,636038,SAMEA2337192,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158825,EGAR00001163503,EGAN00001187947,587458,SAMEA2337193,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158826,EGAR00001163504,EGAN00001187948,636443,SAMEA2337194,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158827,EGAR00001163505,EGAN00001187949,635622,SAMEA2337195,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158828,EGAR00001163506,EGAN00001187950,636773,SAMEA2337196,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158829,EGAR00001163507,EGAN00001187951,635985,SAMEA2337197,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158830,EGAR00001163508,EGAN00001187952,636444,SAMEA2337198,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158831,EGAR00001163509,EGAN00001187953,635986,SAMEA2337199,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158832,EGAR00001163510,EGAN00001187954,635623,SAMEA2337200,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158833,EGAR00001163511,EGAN00001187955,639151,SAMEA2337201,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158834,EGAR00001163512,EGAN00001187956,636858,SAMEA2337202,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158835,EGAR00001163513,EGAN00001187957,636844,SAMEA2337203,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158836,EGAR00001163514,EGAN00001187958,587459,SAMEA2337204,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158837,EGAR00001163515,EGAN00001187959,635624,SAMEA2337205,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158838,EGAR00001163516,EGAN00001187960,635625,SAMEA2337206,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158839,EGAR00001163517,EGAN00001187961,636066,SAMEA2337207,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158840,EGAR00001163518,EGAN00001187962,636135,SAMEA2337208,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158841,EGAR00001163519,EGAN00001187963,636850,SAMEA2337209,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158842,EGAR00001163520,EGAN00001187964,636067,SAMEA2337210,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158843,EGAR00001163521,EGAN00001187965,636784,SAMEA2337211,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158844,EGAR00001163522,EGAN00001187966,636749,SAMEA2337212,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158845,EGAR00001163523,EGAN00001187967,587460,SAMEA2337213,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158846,EGAR00001163524,EGAN00001187968,636197,SAMEA2337214,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158847,EGAR00001163525,EGAN00001187969,635626,SAMEA2337215,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158848,EGAR00001163526,EGAN00001187970,636205,SAMEA2337216,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158849,EGAR00001163527,EGAN00001187971,636045,SAMEA2337217,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158850,EGAR00001163528,EGAN00001187972,587499,SAMEA2337218,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158851,EGAR00001163529,EGAN00001187973,587500,SAMEA2337219,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158852,EGAR00001163530,EGAN00001187974,636778,SAMEA2337220,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158853,EGAR00001163531,EGAN00001187975,587410,SAMEA2337221,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158854,EGAR00001163532,EGAN00001187976,636798,SAMEA2337222,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158855,EGAR00001163533,EGAN00001187977,636795,SAMEA2337223,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158856,EGAR00001163534,EGAN00001187978,636435,SAMEA2337224,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158857,EGAR00001163535,EGAN00001187979,587673,SAMEA2337225,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158858,EGAR00001163536,EGAN00001187980,636885,SAMEA2337226,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158859,EGAR00001163537,EGAN00001187981,639162,SAMEA2337227,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158860,EGAR00001163538,EGAN00001187982,636046,SAMEA2337228,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158861,EGAR00001163539,EGAN00001187983,636865,SAMEA2337229,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158862,EGAR00001163540,EGAN00001187984,636130,SAMEA2337230,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158863,EGAR00001163541,EGAN00001187985,587412,SAMEA2337231,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158864,EGAR00001163542,EGAN00001187986,635629,SAMEA2337232,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158865,EGAR00001163543,EGAN00001187987,635630,SAMEA2337233,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158866,EGAR00001163544,EGAN00001187988,587695,SAMEA2337234,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158867,EGAR00001163545,EGAN00001187989,587696,SAMEA2337235,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158868,EGAR00001163546,EGAN00001187990,636752,SAMEA2337236,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158869,EGAR00001163547,EGAN00001187991,636143,SAMEA2337237,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158870,EGAR00001163548,EGAN00001187992,639153,SAMEA2337238,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158871,EGAR00001163549,EGAN00001187993,587462,SAMEA2337239,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158872,EGAR00001163550,EGAN00001187994,639158,SAMEA2337240,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158873,EGAR00001163551,EGAN00001187995,636121,SAMEA2337241,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158874,EGAR00001163552,EGAN00001187996,636088,SAMEA2337242,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158875,EGAR00001163553,EGAN00001187997,587734,SAMEA2337243,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158876,EGAR00001163554,EGAN00001187998,587010,SAMEA2337244,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158877,EGAR00001163555,EGAN00001187999,587697,SAMEA2337245,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158878,EGAR00001163556,EGAN00001188000,636102,SAMEA2337246,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158879,EGAR00001163557,EGAN00001188001,586994,SAMEA2337247,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158880,EGAR00001163558,EGAN00001188002,636155,SAMEA2337248,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158881,EGAR00001163559,EGAN00001188003,587003,SAMEA2337249,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158882,EGAR00001163560,EGAN00001188004,587735,SAMEA2337250,Cancer Cell Line
