sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
587660,EGAN00001188400,SAMEA2337646,EGAR00001163956,EGAX00001159278,EGAS00001000610,"Age=7;Age_Unit=Years;Cell_line=U-698-M;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""RPMI-1640, 20% HI FBS, 10% DMSO"";Gender=Male;Growth_Media=""RPMI-1640 10% HI FBS, 2mM Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lymph Node;Tissue_Diagnosis=Lymphoma B-cell;Tissue_supergroup=Lymphoid"
587661,EGAN00001188399,SAMEA2337645,EGAR00001163955,EGAX00001159277,EGAS00001000610,Age=NA;Age_Unit=NA;Cell_line=U-2932;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=#N/A;Gender=NA;Growth_Media=#N/A;Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Lymphoma B-cell;Tissue_supergroup=Lymphoid
587662,EGAN00001188415,SAMEA2337661,EGAR00001163971,EGAX00001159293,EGAS00001000610,"Age=41;Age_Unit=Years;Cell_line=WSU-DLCL2;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=RPMI-1640; 10% HI FBS; 2mM L-Glutamine;Metastatic_Tissue=NA;Primary_Tissue=Lymph Node;Tissue_Diagnosis=Lymphoma B-cell;Tissue_supergroup=Lymphoid"
587663,EGAN00001188416,SAMEA2337662,EGAR00001163972,EGAX00001159294,EGAS00001000610,"Age=37;Age_Unit=Years;Cell_line=WSU-FSCCL;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""RPMI-1640, 20% HI FBS, 10% DMSO"";Gender=NA;Growth_Media=""RPMI-1640, 10% HI FBS, 2mM Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lymph Node;Tissue_Diagnosis=Lymphoma B-cell;Tissue_supergroup=Lymphoid"
587664,EGAN00001188417,SAMEA2337663,EGAR00001163973,EGAX00001159295,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=WSU-NHL;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% HI FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Lymphoma B-cell;Tissue_supergroup=Lymphoid"
587665,EGAN00001187754,SAMEA2337000,EGAR00001163311,EGAX00001158633,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=59M;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=90% FBS; 10% DMSO;Gender=Female;Growth_Media=""DMEM, 10% FBS, 2mM Gln, 1mM NaP, 20IU/L Bovine Insulin"";Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Ovary"
587667,EGAN00001187813,SAMEA2337059,EGAR00001163370,EGAX00001158692,EGAS00001000610,"Age=54;Age_Unit=Years;Cell_line=Caov-3;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""FBS, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""DMEM, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Ovary"
587669,EGAN00001187871,SAMEA2337117,EGAR00001163427,EGAX00001158749,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=DOR 13;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Ovary"
587671,EGAN00001187883,SAMEA2337129,EGAR00001163439,EGAX00001158761,EGAS00001000610,"Age=36;Age_Unit=Years;Cell_line=EFO-27;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""FBS, 90%; DMSO, 10%"";Gender=Female;Growth_Media=80% RPMI 1640 + 20% FBS + 2 mM L-glutamine + 1x MEM non-essential amino acids + 1 mM sodium pyruvate;Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Ovary"
587672,EGAN00001187887,SAMEA2337133,EGAR00001163443,EGAX00001158765,EGAS00001000610,"Age=47;Age_Unit=Years;Cell_line=ES-2;ENA-CHECKLIST=ERC000026;Ethnicity=African;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Adenocarcinoma Clear Cell;Tissue_supergroup=Ovary"
587673,EGAN00001187979,SAMEA2337225,EGAR00001163535,EGAX00001158857,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=HEY;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=90% FBS ; 10% DMSO;Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Ovary"
587675,EGAN00001188230,SAMEA2337476,EGAR00001163786,EGAX00001159108,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=OAW28;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""DMEM, 10% FBS, 2mM Gln, 1mM NaP, 20IU/L Bovine Insulin"";Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Cystadenocarcinoma Serous;Tissue_supergroup=Ovary"
587676,EGAN00001188231,SAMEA2337477,EGAR00001163787,EGAX00001159109,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=OAW42;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""DMEM, 10% FBS, 2mM Gln, 1mM NaP, 20IU/L Bovine Insulin"";Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Cystadenocarcinoma Serous;Tissue_supergroup=Ovary"
587677,EGAN00001188246,SAMEA2337492,EGAR00001163802,EGAX00001159124,EGAS00001000610,"Age=46;Age_Unit=Years;Cell_line=OV56;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=90% FBS; 10% DMSO;Gender=Female;Growth_Media=""DMEM:Hams F12 (1:1), 5% FBS, 2mM Gln, 0.5ug/ml hydrocortisone, 10ug/ml insulin"";Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Ovary"
587679,EGAN00001188248,SAMEA2337494,EGAR00001163804,EGAX00001159126,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=OVCA 420;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=90% FBS; 10% DMSO;Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Ovary"
587680,EGAN00001188249,SAMEA2337495,EGAR00001163805,EGAX00001159127,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=OvCA 429;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Ovary"
587683,EGAN00001188251,SAMEA2337497,EGAR00001163807,EGAX00001159129,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=OVCAR-4;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Ovary"
587684,EGAN00001188252,SAMEA2337498,EGAR00001163808,EGAX00001159130,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=OVCAR-5;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Ovary"
587685,EGAN00001188253,SAMEA2337499,EGAR00001163809,EGAX00001159131,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=OVCAR-8;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=90% FBS; 10%DMSO;Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Ovary"
587686,EGAN00001188333,SAMEA2337579,EGAR00001163889,EGAX00001159211,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=SK-OV-3;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Ovary"
587687,EGAN00001188395,SAMEA2337641,EGAR00001163951,EGAX00001159273,EGAS00001000610,"Age=42;Age_Unit=Years;Cell_line=TOV-112D;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Adenocarcinoma Endometrioid;Tissue_supergroup=Ovary"
587689,EGAN00001187775,SAMEA2337021,EGAR00001163332,EGAX00001158654,EGAS00001000610,"Age=62;Age_Unit=Years;Cell_line=AsPC-1;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=90% Complete Growth Media; 10% DMSO;Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Pancreas"
587691,EGAN00001187814,SAMEA2337060,EGAR00001163371,EGAX00001158693,EGAS00001000610,"Age=40;Age_Unit=Years;Cell_line=Capan-1;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=90% FBS; 10% DMSO;Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Pancreas"
587692,EGAN00001187815,SAMEA2337061,EGAR00001163372,EGAX00001158694,EGAS00001000610,"Age=56;Age_Unit=Years;Cell_line=Capan-2;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=90% FBS; 10% DMSO;Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Pancreas"
587693,EGAN00001187818,SAMEA2337064,EGAR00001163375,EGAX00001158697,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=CFPAC-1;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=90% FBS; 10% DMSO;Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma Ductal;Tissue_supergroup=Pancreas"
587695,EGAN00001187988,SAMEA2337234,EGAR00001163544,EGAX00001158866,EGAS00001000610,"Age=64;Age_Unit=Years;Cell_line=HPAC;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=90% FBS; 10% DMSO;Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Pancreas"
587696,EGAN00001187989,SAMEA2337235,EGAR00001163545,EGAX00001158867,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=HPAF-II;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=90% FBS; 10% DMSO;Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Pancreas"
587697,EGAN00001187999,SAMEA2337245,EGAR00001163555,EGAX00001158877,EGAS00001000610,"Age=46;Age_Unit=Years;Cell_line=Hs 766T;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=90% FBS; 10% DMSO;Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Pancreas"
587698,EGAN00001188014,SAMEA2337260,EGAR00001163570,EGAX00001158892,EGAS00001000610,"Age=66;Age_Unit=Years;Cell_line=HUP-T3;ENA-CHECKLIST=ERC000026;Ethnicity=Japanese;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Pancreas"
587699,EGAN00001188060,SAMEA2337306,EGAR00001163616,EGAX00001158938,EGAS00001000610,"Age=50;Age_Unit=Years;Cell_line=KP4;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=90% Complete Growth Media; 10% DMSO;Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Carcinoma In Situ Ductal;Tissue_supergroup=Pancreas"
587700,EGAN00001188117,SAMEA2337363,EGAR00001163673,EGAX00001158995,EGAS00001000610,"Age=65;Age_Unit=Years;Cell_line=MIA Paca-2;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=90% FBS; 10% DMSO;Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Pancreas"
587701,EGAN00001188264,SAMEA2337510,EGAR00001163820,EGAX00001159142,EGAS00001000610,"Age=70;Age_Unit=Years;Cell_line=Panc 02.03;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Pancreas"
587702,EGAN00001188265,SAMEA2337511,EGAR00001163821,EGAX00001159143,EGAS00001000610,"Age=65;Age_Unit=Years;Cell_line=Panc 03.27;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Pancreas"
587703,EGAN00001188266,SAMEA2337512,EGAR00001163822,EGAX00001159144,EGAS00001000610,"Age=70;Age_Unit=Years;Cell_line=Panc 04.03;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Pancreas"
587704,EGAN00001188267,SAMEA2337513,EGAR00001163823,EGAX00001159145,EGAS00001000610,"Age=77;Age_Unit=Years;Cell_line=Panc 05.04;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 15% FBS, 20 U/ml human recombinant insulin, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Pancreas"
587705,EGAN00001188268,SAMEA2337514,EGAR00001163824,EGAX00001159146,EGAS00001000610,"Age=85;Age_Unit=Years;Cell_line=Panc 08.13;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Pancreas"
587707,EGAN00001188269,SAMEA2337515,EGAR00001163825,EGAX00001159147,EGAS00001000610,"Age=56;Age_Unit=Years;Cell_line=PANC-1;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=Soft Tissue;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Pancreas"
587708,EGAN00001188261,SAMEA2337507,EGAR00001163817,EGAX00001159139,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=PA-TU-8902;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Pancreas"
587709,EGAN00001188263,SAMEA2337509,EGAR00001163819,EGAX00001159141,EGAS00001000610,"Age=64;Age_Unit=Years;Cell_line=PA-TU-8988T;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Pancreas"
587710,EGAN00001188279,SAMEA2337525,EGAR00001163835,EGAX00001159157,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=PL45;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""DMEM, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma Ductal;Tissue_supergroup=Pancreas"
587711,EGAN00001188281,SAMEA2337527,EGAR00001163837,EGAX00001159159,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=PSN1;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Pancreas"
587712,EGAN00001188362,SAMEA2337608,EGAR00001163918,EGAX00001159240,EGAS00001000610,"Age=57;Age_Unit=Years;Cell_line=SU.86.86;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=90% FBS; 10% DMSO;Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma Ductal;Tissue_supergroup=Pancreas"
587713,EGAN00001188374,SAMEA2337620,EGAR00001163930,EGAX00001159252,EGAS00001000610,"Age=56;Age_Unit=Years;Cell_line=SW 1990;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Pancreas"
587714,EGAN00001187752,SAMEA2336998,EGAR00001163309,EGAX00001158631,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=501A;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=90% FBS; 10% DMSO;Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin"
587715,EGAN00001187753,SAMEA2336999,EGAR00001163310,EGAX00001158632,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=537 MEL;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""DMEM, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin"
587720,EGAN00001187755,SAMEA2337001,EGAR00001163312,EGAX00001158634,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=624 mel;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""DMEM, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin"
587721,EGAN00001187748,SAMEA2336994,EGAR00001163305,EGAX00001158627,EGAS00001000610,Age=NA;Age_Unit=NA;Cell_line=888;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=#N/A;Gender=NA;Growth_Media=#N/A;Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin
587722,EGAN00001187758,SAMEA2337004,EGAR00001163315,EGAX00001158637,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=928 mel;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""DMEM, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin"
587724,EGAN00001187765,SAMEA2337011,EGAR00001163322,EGAX00001158644,EGAS00001000610,"Age=43;Age_Unit=Years;Cell_line=A2058;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin"
587730,EGAN00001187794,SAMEA2337040,EGAR00001163351,EGAX00001158673,EGAS00001000610,"Age=53;Age_Unit=Years;Cell_line=C32;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin"
587731,EGAN00001187838,SAMEA2337084,EGAR00001163395,EGAX00001158717,EGAS00001000610,"Age=45;Age_Unit=Years;Cell_line=COLO 829;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin"
587732,EGAN00001187892,SAMEA2337138,EGAR00001163448,EGAX00001158770,EGAS00001000610,"Age=31;Age_Unit=Years;Cell_line=G-361;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin"
587734,EGAN00001187997,SAMEA2337243,EGAR00001163553,EGAX00001158875,EGAS00001000610,Age=NA;Age_Unit=NA;Cell_line=Hs 69ST;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=#N/A;Gender=NA;Growth_Media=#N/A;Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin
587735,EGAN00001188004,SAMEA2337250,EGAR00001163560,EGAX00001158882,EGAS00001000610,Age=NA;Age_Unit=NA;Cell_line=Hs 940.T;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=#N/A;Gender=NA;Growth_Media=#N/A;Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin
587736,EGAN00001188009,SAMEA2337255,EGAR00001163565,EGAX00001158887,EGAS00001000610,Age=NA;Age_Unit=NA;Cell_line=HT-144;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=#N/A;Gender=NA;Growth_Media=#N/A;Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin
587739,EGAN00001188103,SAMEA2337349,EGAR00001163659,EGAX00001158981,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=MDA-MB-435;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""DMEM, 10% FBS, 2mM Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin"
587741,EGAN00001188301,SAMEA2337547,EGAR00001163857,EGAX00001159179,EGAS00001000610,"Age=18;Age_Unit=Years;Cell_line=RPMI-7951;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin"
